date,method,confidence,window_start,window_days,var_usd,es_usd,actual_pnl_usd,breach
2025-11-10,Parametric (Normal),0.95,2020-12-10,1234,20093347.49991632,25450619.205034666,15752454.353437701,False
2025-11-10,Parametric (Normal),0.97,2020-12-10,1234,23118277.055624556,28083390.70930784,15752454.353437701,False
2025-11-10,Parametric (Normal),0.99,2020-12-10,1234,28830620.765697602,33175144.40751653,15752454.353437701,False
2025-11-10,Monte Carlo (Student-t),0.95,2020-12-10,1234,18270854.914229088,27328751.0893435,15752454.353437701,False
2025-11-10,Monte Carlo (Student-t),0.97,2020-12-10,1234,22230422.745605595,32159493.346458957,15752454.353437701,False
2025-11-10,Monte Carlo (Student-t),0.99,2020-12-10,1234,32436441.4702267,43543921.34410168,15752454.353437701,False
2025-11-11,Historical,0.95,2020-12-11,1234,19359262.030118562,29018097.928979862,3906109.4987530345,False
2025-11-11,Historical,0.97,2020-12-11,1234,24177427.144236766,33860587.16723381,3906109.4987530345,False
2025-11-11,Historical,0.99,2020-12-11,1234,35093664.1973665,43352150.08889325,3906109.4987530345,False
2025-11-11,Parametric (Normal),0.95,2020-12-11,1234,20092636.2373919,25452783.10858682,3906109.4987530345,False
2025-11-11,Parametric (Normal),0.97,2020-12-11,1234,23119189.226691216,28086967.581201553,3906109.4987530345,False
2025-11-11,Parametric (Normal),0.99,2020-12-11,1234,28834598.66457441,33181453.94601914,3906109.4987530345,False
2025-11-11,Monte Carlo (Student-t),0.95,2020-12-11,1234,17868506.496166173,29015186.068575177,3906109.4987530345,False
2025-11-11,Monte Carlo (Student-t),0.97,2020-12-11,1234,22771679.455980908,34989018.67489937,3906109.4987530345,False
2025-11-11,Monte Carlo (Student-t),0.99,2020-12-11,1234,33816931.272295736,49354790.45894879,3906109.4987530345,False
2025-11-12,Historical,0.95,2020-12-14,1234,19359262.030118562,29018097.928979862,-55279.24491538472,False
2025-11-12,Historical,0.97,2020-12-14,1234,24177427.144236766,33860587.16723381,-55279.24491538472,False
2025-11-12,Historical,0.99,2020-12-14,1234,35093664.1973665,43352150.08889325,-55279.24491538472,False
2025-11-12,Parametric (Normal),0.95,2020-12-14,1234,20088684.173709355,25448877.628667478,-55279.24491538472,False
2025-11-12,Parametric (Normal),0.97,2020-12-14,1234,23115263.466061767,28083084.99435373,-55279.24491538472,False
