date,method,confidence,window_start,window_days,var_usd,es_usd,actual_pnl_usd,breach
2025-01-30,Monte Carlo (Student-t),0.95,2020-03-02,1236,19749679.97,29614287.89,7319153.23,False
2025-01-30,Monte Carlo (Student-t),0.97,2020-03-02,1236,24098349.38,34812901.09,7319153.23,False
2025-01-30,Monte Carlo (Student-t),0.99,2020-03-02,1236,34763564.03,47588587.89,7319153.23,False
2025-01-30,Parametric (Normal),0.95,2020-03-02,1236,21139028.3,26738399.74,7319153.23,False
2025-01-30,Parametric (Normal),0.97,2020-03-02,1236,24300657.04,29490148.47,7319153.23,False
2025-01-30,Parametric (Normal),0.99,2020-03-02,1236,30271146.5,34812002.92,7319153.23,False
2025-01-30,Parametric (t + EWMA),0.95,2020-03-02,1236,11141915.1,15317589.95,7319153.23,False
2025-01-30,Parametric (t + EWMA),0.97,2020-03-02,1236,13256976.43,17453936.05,7319153.23,False
2025-01-30,Parametric (t + EWMA),0.99,2020-03-02,1236,17770218.38,22150954.42,7319153.23,False
2025-01-31,Historical,0.95,2020-03-02,1237,17420051.74,31196493.53,-4146730.7,False
2025-01-31,Historical,0.97,2020-03-02,1237,23062896.18,38324525.67,-4146730.7,False
2025-01-31,Historical,0.99,2020-03-02,1237,34127935.89,56762235.76,-4146730.7,False
2025-01-31,Monte Carlo (Student-t),0.95,2020-03-02,1237,19687594.33,29820699.37,-4146730.7,False
2025-01-31,Monte Carlo (Student-t),0.97,2020-03-02,1237,24369090.98,35168322.48,-4146730.7,False
2025-01-31,Monte Carlo (Student-t),0.99,2020-03-02,1237,35605445.02,47471721.26,-4146730.7,False
2025-01-31,Parametric (Normal),0.95,2020-03-02,1237,21126966.39,26724591.45,-4146730.7,False
2025-01-31,Parametric (Normal),0.97,2020-03-02,1237,24287609.05,29475481.93,-4146730.7,False
2025-01-31,Parametric (Normal),0.99,2020-03-02,1237,30256236.38,34795676.55,-4146730.7,False
2025-01-31,Parametric (t + EWMA),0.95,2020-03-02,1237,11122541.97,15293268.33,-4146730.7,False
2025-01-31,Parametric (t + EWMA),0.97,2020-03-02,1237,13235102.48,17427080.76,-4146730.7,False
2025-01-31,Parametric (t + EWMA),0.99,2020-03-02,1237,17742995.51,22118515.04,-4146730.7,False
2025-02-03,Historical,0.95,2020-03-03,1237,17420051.74,31196493.53,-3182134.19,False
2025-02-03,Historical,0.97,2020-03-03,1237,23062896.18,38324525.67,-3182134.19,False
2025-02-03,Historical,0.99,2020-03-03,1237,34127935.89,56762235.76,-3182134.19,False
2025-02-03,Monte Carlo (Student-t),0.95,2020-03-03,1237,19610324.38,29563940.64,-3182134.19,False
2025-02-03,Monte Carlo (Student-t),0.97,2020-03-03,1237,23612480.98,34997746.1,-3182134.19,False
2025-02-03,Monte Carlo (Student-t),0.99,2020-03-03,1237,34842238.2,48679459.82,-3182134.19,False
2025-02-03,Parametric (Normal),0.95,2020-03-03,1237,21076359.92,26651343.06,-3182134.19,False
2025-02-03,Parametric (Normal),0.97,2020-03-03,1237,24224218.04,29391106.42,-3182134.19,False
2025-02-03,Parametric (Normal),0.99,2020-03-03,1237,30168702.78,34689781.31,-3182134.19,False
2025-02-03,Parametric (t + EWMA),0.95,2020-03-03,1237,10907787.59,14995041.73,-3182134.19,False
2025-02-03,Parametric (t + EWMA),0.97,2020-03-03,1237,12977255.14,17086426.07,-3182134.19,False
2025-02-03,Parametric (t + EWMA),0.99,2020-03-03,1237,17394981.63,21686504.97,-3182134.19,False
2025-02-04,Historical,0.95,2020-03-04,1237,17236954.92,31025388.49,1382205.05,False
2025-02-04,Historical,0.97,2020-03-04,1237,22242151.51,38173037.47,1382205.05,False
2025-02-04,Historical,0.99,2020-03-04,1237,34127935.89,56762235.76,1382205.05,False
2025-02-04,Monte Carlo (Student-t),0.95,2020-03-04,1237,19077726.11,29658719.11,1382205.05,False
2025-02-04,Monte Carlo (Student-t),0.97,2020-03-04,1237,23999547.18,35131148.15,1382205.05,False
2025-02-04,Monte Carlo (Student-t),0.99,2020-03-04,1237,34824044.27,48668928.25,1382205.05,False
2025-02-04,Parametric (Normal),0.95,2020-03-04,1237,21015448.33,26580056.47,1382205.05,False
2025-02-04,Parametric (Normal),0.97,2020-03-04,1237,24157448.32,29314721.15,1382205.05,False
2025-02-04,Parametric (Normal),0.99,2020-03-04,1237,30090870.41,34603535.24,1382205.05,False
2025-02-04,Parametric (t + EWMA),0.95,2020-03-04,1237,10596527.93,14587444.92,1382205.05,False
2025-02-04,Parametric (t + EWMA),0.97,2020-03-04,1237,12616332.88,16629837.43,1382205.05,False
2025-02-04,Parametric (t + EWMA),0.99,2020-03-04,1237,16929990.2,21124257.08,1382205.05,False
2025-02-05,Historical,0.95,2020-03-05,1237,17236954.92,31025388.49,6916277.21,False
2025-02-05,Historical,0.97,2020-03-05,1237,22242151.51,38173037.47,6916277.21,False
2025-02-05,Historical,0.99,2020-03-05,1237,34127935.89,56762235.76,6916277.21,False
2025-02-05,Monte Carlo (Student-t),0.95,2020-03-05,1237,19320551.04,28116288.48,6916277.21,False
2025-02-05,Monte Carlo (Student-t),0.97,2020-03-05,1237,23254219.53,32745011.53,6916277.21,False
2025-02-05,Monte Carlo (Student-t),0.99,2020-03-05,1237,33161036.06,43836877.34,6916277.21,False
2025-02-05,Parametric (Normal),0.95,2020-03-05,1237,20955645.55,26496243.35,6916277.21,False
2025-02-05,Parametric (Normal),0.97,2020-03-05,1237,24084088.34,29219108.42,6916277.21,False
2025-02-05,Parametric (Normal),0.99,2020-03-05,1237,29991908.72,34485102.17,6916277.21,False
2025-02-05,Parametric (t + EWMA),0.95,2020-03-05,1237,10292999.5,14172115.05,6916277.21,False
2025-02-05,Parametric (t + EWMA),0.97,2020-03-05,1237,12255148.38,16157658.74,6916277.21,False
2025-02-05,Parametric (t + EWMA),0.99,2020-03-05,1237,16448030.79,20529526.71,6916277.21,False
2025-02-06,Historical,0.95,2020-03-06,1237,17041911.05,30754315.7,664180.75,False
2025-02-06,Historical,0.97,2020-03-06,1237,22101856.63,37859936.0,664180.75,False
2025-02-06,Historical,0.99,2020-03-06,1237,34082251.67,56762235.76,664180.75,False
2025-02-06,Monte Carlo (Student-t),0.95,2020-03-06,1237,19529289.42,29715700.91,664180.75,False
2025-02-06,Monte Carlo (Student-t),0.97,2020-03-06,1237,24156130.07,35018142.39,664180.75,False
2025-02-06,Monte Carlo (Student-t),0.99,2020-03-06,1237,33915259.6,48751905.11,664180.75,False
2025-02-06,Parametric (Normal),0.95,2020-03-06,1237,20863292.17,26388831.82,664180.75,False
2025-02-06,Parametric (Normal),0.97,2020-03-06,1237,23983232.53,29104296.74,664180.75,False
2025-02-06,Parametric (Normal),0.99,2020-03-06,1237,29874996.74,34355978.67,664180.75,False
2025-02-06,Parametric (t + EWMA),0.95,2020-03-06,1237,10258737.47,14142156.9,664180.75,False
2025-02-06,Parametric (t + EWMA),0.97,2020-03-06,1237,12222179.89,16130205.37,664180.75,False
2025-02-06,Parametric (t + EWMA),0.99,2020-03-06,1237,16419768.69,20509686.33,664180.75,False
2025-02-07,Historical,0.95,2020-03-09,1237,17041911.05,30754315.7,-6432278.29,False
2025-02-07,Historical,0.97,2020-03-09,1237,22101856.63,37859936.0,-6432278.29,False
2025-02-07,Historical,0.99,2020-03-09,1237,34082251.67,56762235.76,-6432278.29,False
2025-02-07,Monte Carlo (Student-t),0.95,2020-03-09,1237,19537832.53,29157958.21,-6432278.29,False
2025-02-07,Monte Carlo (Student-t),0.97,2020-03-09,1237,23760243.37,34284706.13,-6432278.29,False
2025-02-07,Monte Carlo (Student-t),0.99,2020-03-09,1237,32914814.51,47944437.72,-6432278.29,False
2025-02-07,Parametric (Normal),0.95,2020-03-09,1237,20835125.59,26356959.13,-6432278.29,False
2025-02-07,Parametric (Normal),0.97,2020-03-09,1237,23952973.33,29070602.72,-6432278.29,False
2025-02-07,Parametric (Normal),0.99,2020-03-09,1237,29840785.8,34318762.22,-6432278.29,False
